FORMULARIO,,,DIGNIDAD,LISTA,PARTIDO,,,PROVINCIA,CIRCUNSCRIPCIÓN,NOMBRE,NOMBRE DE PAPELETA,ORDEN,RESOLUCIÓN,FECHA DE CALIFICACIÓN
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,GILER PORTOCARRERO VIVIEN PETTY,VIVIEN GILER PORTOCARRERO,8,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,MOLINA BURGOS JENNY MARIA,JENNY MOLINA BURGOS,6,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,VIZUETE DIAZ BRYAN GABRIEL,BRYAN VIZUETE DIAZ,13,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,ALVARADO RODRIGUEZ MONICA OVALIA,MONICA ALVARADO RODRIGUEZ,14,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,GUILLEM ZAMBRANO GUIDO MAURO SEBASTIAN,MAURO GUILLEM ZAMBRANO,3,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,SUQUILLO TINOCO JOSSELYN ROCIO,JOSSELYN SUQUILLO TINOCO,10,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,GONGORA SUICAN MARTIN,MARTIN GONGORA SUICAN,7,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,ABAD TOMALA FERNANDO DAVID,FERNANDO ABAD TOMALA,9,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,RAMIREZ TENEPAGUAY HUGO ALFONSO,HUGO RAMIREZ,11,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,SANTISTEBAN VERA ANA POLETT,POLETT SANTISTEBAN VERA,12,PLE-CNE-72-23-10-2020,10/24/20 0:00
403,,,ASAMBLEISTAS NACIONALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,ECUADOR                                           ,,MENDEZ GONZALEZ SEGUNDO ENRIQUE,ENRIQUE MENDEZ GONZALEZ,15,PLE-CNE-72-23-10-2020,10/24/20 0:00
404,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,20, MOVIMIENTO DEMOCRACIA SÍ,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,ZAMBRANO COELLO NELSON JOSELITO,NELSON ZAMBRANO,1,JPEM-000003123-10-2020,10/23/20 0:00
404,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,20, MOVIMIENTO DEMOCRACIA SÍ,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,GUILLEM GOMEZ TANIA LEONOR,TANIA GUILLEM,2,JPEM-000003123-10-2020,10/23/20 0:00
404,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,20, MOVIMIENTO DEMOCRACIA SÍ,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,SANCAN LOOR FRANKLIN DAVID,DAVID SANCAN,3,JPEM-000003123-10-2020,10/23/20 0:00
404,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,20, MOVIMIENTO DEMOCRACIA SÍ,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,CERVANTES VELEZ YADIRA JAHAIRA,JAHAIRA CERVANTES,4,JPEM-000003123-10-2020,10/23/20 0:00
404,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,20, MOVIMIENTO DEMOCRACIA SÍ,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,GALLARDO QUINGATUÑA JAVIER PATRICIO,JAVIER GALLARDO,5,JPEM-000003123-10-2020,10/23/20 0:00
405,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,GONZALEZ CANO CARLOS GERMAN,CARLOS GONZALEZ,3,CNE-JPEP-SP-04-26-10-2020,10/26/20 0:00
405,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,QUILUMBA CAJAMARCA MARIA ESTELA,ESTELA QUILUMBA,2,CNE-JPEP-SP-04-26-10-2020,10/26/20 0:00
405,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,MERINO NAMICELA MARIBEL ALEXANDRA,ALEXANDRA MERINO,4,CNE-JPEP-SP-04-26-10-2020,10/26/20 0:00
405,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,CASANOVA CEPEDA XAVIER IVAN,XAVIER CASANOVA,1,CNE-JPEP-SP-04-26-10-2020,10/26/20 0:00
406,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,MUZZIO PINASCO LUIGGI GUISSIPI,LUIGGI MUZZIO PINASCO,1,JPEG-0057-28-10-2020,10/28/20 15:00
406,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,GUARANGA GUALLI DEVORA ESTHER,DEVORA ESTHER GUARANGA GUALLI,2,JPEG-0057-28-10-2020,10/28/20 15:00
406,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,CORDOVA GARCIA XAVIER ALEJANDRO,XAVIER CORDOVA GARCIA,3,JPEG-0057-28-10-2020,10/28/20 15:00
406,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,ESPINOZA BUSTAMANTE GENESIS DAYANNA,GENESIS ESPINOZA BUSTAMANTE,4,JPEG-0057-28-10-2020,10/28/20 15:00
406,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,RAMOS LUNA LENIN STALIN,LENIN STALIN RAMOS LUNA,5,JPEG-0057-28-10-2020,10/28/20 15:00
407,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,MORENO PACHECO VERONICA PATRICIA,VERONICA MORENO,1,CNE-JPEP-SP-03-26-10-2020,10/26/20 0:00
407,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,JIMENEZ ARIAS HECTOR GENARO,HECTOR JIMENEZ,4,CNE-JPEP-SP-03-26-10-2020,10/26/20 0:00
407,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,QUIJIJE HOLGUIN SANTA AMALIA,AMALIA QUIJIJE,5,CNE-JPEP-SP-03-26-10-2020,10/26/20 0:00
407,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,GUANIN ALOMOTO MELBA GEORGINA,MELBA GUANIN,3,CNE-JPEP-SP-03-26-10-2020,10/26/20 0:00
407,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,UMATAMBO RUIZ FRANCISCO ISRAEL,FRANCISCO UMATAMBO,2,CNE-JPEP-SP-03-26-10-2020,10/26/20 0:00
408,,,ASAMBLEISTAS PROVINCIALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,AZUAY                                             ,,CABRERA TORRES TITO DIOGENES,TITO CABRERA TORRES,1,JPEA-CNE-4-7-10-2020,10/8/20 0:00
408,,,ASAMBLEISTAS PROVINCIALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,AZUAY                                             ,,MARTINEZ SARMIENTO ENMA KAYRA,KAYRA MARTINEZ SARMIENTO,2,JPEA-CNE-4-7-10-2020,10/8/20 0:00
408,,,ASAMBLEISTAS PROVINCIALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,AZUAY                                             ,,BALCAZAR ARICHABALA MARCO JIMMY,MARCO BALCAZAR ARICHABALA,3,JPEA-CNE-4-7-10-2020,10/8/20 0:00
408,,,ASAMBLEISTAS PROVINCIALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,AZUAY                                             ,,CAMPOVERDE SANCHEZ MICAELA SALOME,MICAELA CAMPOVERDE SANCHEZ,4,JPEA-CNE-4-7-10-2020,10/8/20 0:00
408,,,ASAMBLEISTAS PROVINCIALES,20, MOVIMIENTO DEMOCRACIA SÍ,,,AZUAY                                             ,,PARRA SIGUENCIA FREDDY BOLIVAR,FREDDY PARRA SIGUENCIA,5,JPEA-CNE-4-7-10-2020,10/8/20 0:00
409,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,SALAZAR MERCHAN EMILY KARIN,EMILY SALAZAR,5,JPEG-0035-22-10-2020,10/22/20 18:00
409,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,LAYANA YAGUAL YAMIL GENARO,YAMIL LAYANA,2,JPEG-0035-22-10-2020,10/22/20 18:00
409,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,LOOR PINCAY RAQUEL AMADA,RAQUEL LOOR,1,JPEG-0035-22-10-2020,10/22/20 18:00
409,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,LINDAO MOREIRA MAYRA ANDREA,MAYRA LINDAO,3,JPEG-0035-22-10-2020,10/22/20 18:00
409,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,CAMPOS JAIRALA JORGE VALERI,JORGE CAMPOS,4,JPEG-0035-22-10-2020,10/22/20 18:00
411,,,ASAMBLEISTAS POR EL EXTERIOR,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,EUROPA ASIA Y OCEANIA                             ,,CASTRO ESPINOZA FERNANDO VICENTE,FERNANDO CASTRO,2,PLE-JPES-008-19-10-2020,9/29/20 17:00
411,,,ASAMBLEISTAS POR EL EXTERIOR,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,EUROPA ASIA Y OCEANIA                             ,,BALLADARES CALDERON CAROLINA BRIGITTE,BRIGITTE BALLADARES,1,PLE-JPES-008-19-10-2020,9/29/20 17:00
412,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,MORAN MARCHAN PEDRO PABLO,PEDRO PABLO MORAN,1,JPEG-0036-22-10-2020,10/22/20 17:00
412,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,MACAS AÑAZCO KLEBER GUILLERMO,KLEBER MACAS,3,JPEG-0036-22-10-2020,10/22/20 17:00
412,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,MEJIA SUAREZ VANESSA DEL ROCIO,VANESSA MEJIA,2,JPEG-0036-22-10-2020,10/22/20 17:00
412,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,CABRERA JACOME FRIDA ANGELICA,FRIDA CABRERA,4,JPEG-0036-22-10-2020,10/22/20 17:00
412,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,4,MOVIMIENTO ECUATORIANO UNIDO,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,JARAMILLO GONZALEZ JACINTO MANUEL,JACINTO JARAMILLO,5,JPEG-0036-22-10-2020,10/22/20 17:00
415,,,ASAMBLEISTAS POR EL EXTERIOR,6,PARTIDO SOCIAL CRISTIANO,,,EUROPA ASIA Y OCEANIA                             ,,ASTUDILLO CAMPOVERDE PEDRO ALCIVAR,PEDRO ASTUDILLO,2,PLE-JEE-1-27-11-2020-P-IC ,12/29/20 0:00
415,,,ASAMBLEISTAS POR EL EXTERIOR,6,PARTIDO SOCIAL CRISTIANO,,,EUROPA ASIA Y OCEANIA                             ,,RIVERA PEÑA DANIELA YANESSA,DANIELA RIVERA,1,PLE-JEE-1-27-11-2020-P-IC ,12/29/20 0:00
416,,,ASAMBLEISTAS PROVINCIALES,70,"MOVIMIENTO  AUTONÓMICO REGIONAL, MAR",,,EL ORO                                            ,,MARQUEZ PAZMIÑO ARLINGTON ANDRE,ARLINGTON MARQUEZ PAZMIÑO,4,JPLE-JPEORO-006-10-2020 PERM,10/6/20 0:00
416,,,ASAMBLEISTAS PROVINCIALES,70,"MOVIMIENTO  AUTONÓMICO REGIONAL, MAR",,,EL ORO                                            ,,BRAVO CONZA ALBA NOEMI,ALBA BRAVO CONZA,5,JPLE-JPEORO-006-10-2020 PERM,10/6/20 0:00
416,,,ASAMBLEISTAS PROVINCIALES,70,"MOVIMIENTO  AUTONÓMICO REGIONAL, MAR",,,EL ORO                                            ,,RODAS CUENCA TERESA MARINA,TERESA RODAS CUENCA,1,JPLE-JPEORO-006-10-2020 PERM,10/6/20 0:00
416,,,ASAMBLEISTAS PROVINCIALES,70,"MOVIMIENTO  AUTONÓMICO REGIONAL, MAR",,,EL ORO                                            ,,IZQUIERDO LAINES JOSE WILSON,WILSON IZQUIERDO LAINES,2,JPLE-JPEORO-006-10-2020 PERM,10/6/20 0:00
416,,,ASAMBLEISTAS PROVINCIALES,70,"MOVIMIENTO  AUTONÓMICO REGIONAL, MAR",,,EL ORO                                            ,,ALVAREZ PEÑARANDA CAROLINA CECIBEL,CAROLINA ALVAREZ PEÑARANDA,3,JPLE-JPEORO-006-10-2020 PERM,10/6/20 0:00
417,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,CAÑAR                                             ,,LEON SARMIENTO NELSON HOMERO,NELSON LEON SARMIENTO,1,EG2021-JPEC-R-003-09-10-2020,10/9/20 0:00
417,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,CAÑAR                                             ,,ALVAREZ CRESPO CARMEN DEL CISNE,CARMEN ALVAREZ,2,EG2021-JPEC-R-003-09-10-2020,10/9/20 0:00
417,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,CAÑAR                                             ,,VELEZ OCHOA ROMULO FRANCISCO,FRANCISCO VELEZ,3,EG2021-JPEC-R-003-09-10-2020,10/9/20 0:00
418,,,ASAMBLEISTAS PROVINCIALES,11,MOVIMIENTO JUSTICIA SOCIAL ,,,TUNGURAHUA                                        ,,VITERI DELGADO ANDRES SEBASTIAN,SEBASTIAN VITERI,2,JPET-PLE-037-15-10-2020,10/15/20 0:00
418,,,ASAMBLEISTAS PROVINCIALES,11,MOVIMIENTO JUSTICIA SOCIAL ,,,TUNGURAHUA                                        ,,CARTAGENA NAVAS EILY KASSANDRA,EILY CARTAGENA,3,JPET-PLE-037-15-10-2020,10/15/20 0:00
418,,,ASAMBLEISTAS PROVINCIALES,11,MOVIMIENTO JUSTICIA SOCIAL ,,,TUNGURAHUA                                        ,,VARGAS MOREJON DIEGO MARCELO,DIEGO VARGAS,4,JPET-PLE-037-15-10-2020,10/15/20 0:00
418,,,ASAMBLEISTAS PROVINCIALES,11,MOVIMIENTO JUSTICIA SOCIAL ,,,TUNGURAHUA                                        ,,CARRERA SILVA VIVIANA ESTEFANIA,VIVIANA CARRERA,1,JPET-PLE-037-15-10-2020,10/15/20 0:00
419,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,CHIMBORAZO                                        ,,CHAVEZ HERNANDEZ ENRIQUE MARCELO,MARCELO CHAVEZ,2,PLE-JPECH-7-05-10-2020,10/5/20 16:00
419,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,CHIMBORAZO                                        ,,CASTELO GAVILANES YESENIA MARIBEL,YESENIA CASTELO,3,PLE-JPECH-7-05-10-2020,10/5/20 16:00
419,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,CHIMBORAZO                                        ,,COLOMA LOPEZ ANGEL EDUARDO,EDUARDO COLOMA,4,PLE-JPECH-7-05-10-2020,10/5/20 16:00
419,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,CHIMBORAZO                                        ,,LOZA TORRES MONICA CAROLINA,MONICA LOZA,1,PLE-JPECH-7-05-10-2020,10/5/20 16:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,ROCHA TOAPANTA CARLOS FERNANDO,CARLOS FERNANDO ROCHA,15, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,MATEUS PARRALES JOSE LUIS,JOSE LUIS MATEUS,13, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,VANEGAS CORTAZAR RICARDO XAVIER,RICARDO XAVIER VANEGAS,3, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,YEPEZ SALVADOR SANDRA MARIA ESTUARDO,SANDRA YEPEZ SALVADOR,14, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,PILLAJO ARMAS EDISON XAVIER,EDISON XAVIER PILLAJO,11, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,MAZZILLI VEGA JUAN EDUARDO,JUAN EDUARDO MAZZILLI,7, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,MUÑOZ VACA CARMEN DEL PILAR,CARMEN DEL PILAR MUÑOZ,8, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,MASAQUIZA CHANGO CURI INTI,CURI INTI MASAQUIZA,9, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,SANDOVAL SUNTAXI DAYANA ESTEFANIA,DAYANA ESTEFANIA SANDOVAL,12, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,ZAMBRANO SUAREZ JUDITH VICENTA,JUDITH VICENTA ZAMBRANO,10, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,QUISHPE LOZANO SALVADOR,SALVADOR QUISHPE,1, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,SANCHEZ GALLEGOS BERTHA PATRICIA,PATRICIA SANCHEZ,2, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,RIVERA VERGARA BEIVY AMARILIS,BEIVY RIVERA,4, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,GUAMAN PASMAY LUIS HUMBERTO,LUIS HUMBERTO GUAMAN,5, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
420,,,ASAMBLEISTAS NACIONALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,ECUADOR                                           ,,HERRERA ROMERO DORIS VIVIANA,DORIS VIVIANA HERRERA,6, 000529 PLE-CNE-88-4-12-2020,12/5/20 0:00
421,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,BELTRAN CHAVEZ HILARIO GEOVANNY,HILARIO BELTRAN,3,JPEG,10/23/20 18:00
421,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,YAGUAREMA VIZUETA JORGE KLEBER,JORGE YAGUAREMA,5,JPEG,10/23/20 18:00
421,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,CAMPOVERDE CHORA SILVIA DALILA,SILVIA CAMPOVERDE,2,JPEG,10/23/20 18:00
421,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,PINEDA BERMEO DIANA CECIBEL,DIANA PINEDA,4,JPEG,10/23/20 18:00
421,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,LEONES PACHECO LUIS GUILLERMO,GUILLERMO LEONES,1,JPEG,10/23/20 18:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,CHANABA VEGA JOAQUIN ALFREDO,ALFREDO CHANABA,9,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,URBINA RUIZ LUZ AMERICA,LUZ AMERICA URBINA,10,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,RODRIGUEZ CESAR PATRICIO,CESAR RODRIGUEZ,1,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,CASTILLO MONTAÑO MARIA JOSE,MARIA JOSE CASTILLO,2,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,ALTAMIRANO LOPEZ MARIA PAULA,MARIA PAULA ALTAMIRANO,6,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,RECALDE RECALDE JULIO CESAR,JULIO RECALDE,7,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,VINUEZA MORENO MARIA BELEN,MARIA BELEN VINUEZA,8,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
